iid,pid,match,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
94,91,0,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5
94,92,0,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5
94,93,0,2,8,8,5,4,4,3,3,9,5,7,9,6,7,4,5
95,76,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,77,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,78,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,79,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,80,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,81,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,82,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,83,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,84,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,85,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,86,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,87,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,88,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,89,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,90,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,91,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,92,0,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
95,93,1,10,6,6,4,3,1,6,4,7,9,5,10,8,10,3,3
96,76,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,77,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,78,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,79,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,80,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,81,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,82,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,83,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,84,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,85,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,86,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,87,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,88,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,89,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,90,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,91,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,92,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
96,93,0,8,7,10,10,8,10,6,8,8,3,8,9,8,7,7,3
97,76,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,77,1,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,78,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,79,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,80,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,81,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,82,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,83,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,84,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,85,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,86,1,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,87,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,88,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,89,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,90,0,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,91,1,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,92,1,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
97,93,1,8,8,3,3,3,6,1,5,8,3,2,7,3,7,3,5
98,76,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,77,1,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,78,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,79,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,80,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,81,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,82,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,83,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,84,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,85,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,86,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,87,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,88,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,89,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,90,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,91,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,92,1,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
98,93,0,8,8,7,3,3,5,1,7,7,3,7,8,6,8,2,7
99,76,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,77,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,78,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,79,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,80,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,81,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,82,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,83,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,84,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,85,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,86,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,87,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,88,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,89,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,90,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,91,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,92,1,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
99,93,0,5,5,8,10,10,5,5,9,6,6,10,10,10,10,8,5
100,76,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,77,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,78,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,79,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,80,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,81,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,82,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,83,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,84,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,85,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,86,1,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,87,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,88,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,89,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,90,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,91,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,92,0,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
100,93,1,4,6,7,6,6,2,2,4,6,5,7,7,3,7,6,2
101,76,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,77,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,78,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,79,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,80,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,81,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,82,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,83,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,84,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,85,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,86,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,87,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,88,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,89,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,90,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,91,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,92,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
101,93,0,9,7,9,9,9,8,8,9,8,7,9,8,7,8,8,4
102,76,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,77,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,78,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,79,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,80,1,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,81,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,82,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,83,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,84,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,85,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,86,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,87,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,88,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,89,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,90,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,91,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,92,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
102,93,0,9,9,9,4,4,7,2,5,5,4,4,9,3,5,5,2
103,76,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,77,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,78,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,79,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,80,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,81,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,82,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,83,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,84,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,85,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,86,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,87,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,88,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,89,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,90,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,91,1,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,92,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
103,93,0,7,8,8,6,4,8,5,8,8,8,5,8,8,8,6,3
104,76,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,77,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,78,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,79,1,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,80,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,81,1,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,82,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,83,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,84,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,85,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,86,1,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,87,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,88,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,89,1,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,90,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,91,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,92,0,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
104,93,1,3,8,9,8,8,9,5,8,7,3,8,7,6,8,3,7
105,76,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,77,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,78,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,79,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,80,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,81,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,82,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,83,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,84,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,85,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,86,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,87,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,88,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,89,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,90,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,91,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,92,1,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
105,93,0,9,6,8,5,5,3,4,7,8,6,6,7,4,7,5,5
106,76,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,77,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,78,1,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,79,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,80,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,81,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,82,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,83,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,84,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,85,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,86,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,87,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,88,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,89,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,90,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,91,1,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,92,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
106,93,0,4,2,9,6,5,4,9,2,9,8,7,9,2,8,5,3
107,76,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,77,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,78,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,79,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,80,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,81,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,82,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,83,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,84,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,85,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,86,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,87,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,88,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,89,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,90,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,91,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,92,1,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
107,93,0,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10
108,76,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,77,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,78,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,79,1,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,80,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,81,1,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,82,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,83,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,84,1,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,85,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,86,1,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,87,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,88,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,89,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,90,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,91,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,92,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
108,93,0,3,4,5,6,7,3,2,5,7,3,7,7,4,6,2,2
109,76,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,77,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,78,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,79,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,80,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,81,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,82,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,83,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,84,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,85,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,86,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,87,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,88,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,89,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,90,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,91,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,92,1,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
109,93,0,1,2,10,10,10,1,2,2,10,5,7,10,10,10,5,3
110,76,1,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,77,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,78,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,79,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,80,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,81,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,82,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,83,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,84,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,85,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,86,1,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,87,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,88,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,89,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,90,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,91,1,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,92,1,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
110,93,0,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6
111,76,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,77,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,78,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,79,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,80,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,81,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,82,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,83,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,84,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,85,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,86,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,87,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,88,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,89,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,90,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,91,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,92,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
111,93,0,9,7,9,10,9,9,1,5,9,5,8,9,8,5,3,5
112,122,1,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,123,0,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,124,0,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,125,1,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,126,1,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,127,1,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,128,1,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,129,1,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,130,0,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
112,131,0,3,8,5,7,8,8,8,9,9,3,8,8,9,10,4,6
113,122,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,123,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,124,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,125,1,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,126,1,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,127,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,128,1,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,129,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,130,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
113,131,0,3,7,10,9,8,7,2,6,8,7,10,10,9,10,10,7
114,122,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,123,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,124,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,125,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,126,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,127,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,128,1,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,129,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,130,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
114,131,0,8,3,4,4,3,5,2,6,8,7,6,7,6,9,2,2
115,122,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,123,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,124,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,125,1,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,126,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,127,1,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,128,1,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,129,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,130,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
115,131,0,2,8,7,3,3,1,1,8,10,2,2,6,4,7,8,1
116,122,1,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,123,0,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,124,0,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,125,1,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,126,0,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,127,1,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,128,0,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,129,1,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,130,0,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
116,131,0,4,3,10,10,10,6,4,8,10,10,10,10,10,10,10,8
117,122,0,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,123,0,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,124,0,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,125,1,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,126,0,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,127,0,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
117,128,0,8,6,9,8,6,3,5,8,8,5,6,5,6,5,9,3
